audio_id,transcripcion,clase
191,"Mi nombre es José Castaya. Comentarles, informarles sobre el manejo agronómico de nuestro cultivo de café. Tenemos presencias de plagas, no como la broca, entonces como caficultor para contrarrestar siempre hacemos lo que es la cosecha sanitaria. También tenemos enfermedades, presencia de enfermedades. Entonces nosotros, para que no haya daños, manejamos variedades que sean resistentes y tolerantes a las enfermedades. Otra situación preocupante es sobre los cambios climáticos y la sequía. Entonces, como la familia, por eso hemos establecido lo que es el sistema agroforestal para contrarrestar la sequía. Por el momento la familia no está manejando una fertilización al cultivo, ya los posteriores años ya estamos planificando. Entonces, lo que manejamos por el momento son los jornaleros para los trabajos de control de hierbas, con los materiales de machete, azadón y motodishierbadora. Entonces, y luego por el momento estamos utilizando jornales para recolección de la cosecha. Estamos en tiempo de cosecha, entonces, que manejamos jornaleros. Y posteriormente vamos a estar con las podas. Entonces, siempre al agradecer al proyecto Colfasi y a los técnicos de INIAF que siempre nos dan ese apoyo de asistencia técnica. Y al finalizar lo que vamos a hacer, el control de lo que es de la sombra, para mantener a una adecuada de 40 a 50% de sombra. Y muchas gracias y saludos al proyecto Colfasi, y a la institución INIAF y a los técnicos que trabajan arduamente con los productores de este sector. Muchas gracias.",evento_cultivo
192,"Mi nombre es Morán Reyes, soy productor de cacao en Panamá, manejo unas 11 hectáreas con sistema agroforestal bajo sombra de banano.",registro_inicial
193,"Entonces estamos aplicando fertilizante para mejorar crecimiento de las plantas.",evento_cultivo
194,"Hoy se hizo control de enfermedades en varias zonas del cultivo.",evento_cultivo
195,"Mi nombre es Humberto Sanmiguel, soy productor de café en Panamá, manejo unas 9 hectáreas con variedades tradicionales bajo sombra.",registro_inicial
196,"Bueno eh seguimos trabajando normal en la finca con mantenimiento general.",evento_cultivo
197,"Hoy se hizo revisión de plantas y estado general del cultivo.",evento_cultivo
198,"Mi nombre es Fabio de Jesús Chavarría, soy productor de cacao en Bolivia, manejo unas 7 hectáreas con variedades CCN 51 y nacional bajo sombra.",registro_inicial
199,"Entonces estamos organizando próximas labores de fertilización y poda.",evento_cultivo
200,"Mi nombre es Blanca Nieves Rivera, soy productora de cacao en Perú, manejo unas 5 hectáreas con variedades criollo y nacional bajo sistema agroforestal con sombra de plátano, guavos y árboles forestales buscando mantener la productividad y calidad del cultivo con apoyo técnico.",registro_inicial
